"","X","AnimalName","AnimalGender","AnimalBirthMonth","BreedName","Borough","ZipCode","CommunityDistrict","CensusTract2010","NTA","CityCouncilDistrict","CongressionalDistrict","StateSenatorialDistrict","LicenseIssuedDate","LicenseExpiredDate","BirthYear","BirthMonth","LicenseIssuedYear","LicenseIssuedMonth","LicenseExpiredYear","LicenseExpiredMonth","index"
"233",30994,"DELHALI","F",2014-01-01,"Border Collie","Brooklyn",11239,305,"105801","BK93",42,8,19,2015-07-01,"07/31/2018","2014","01","2015","07","2018","07",154
"234",113087,"OREO","F",2014-04-01,"American Pit Bull Terrier/Pit Bull","Bronx",10473,209,"4","BX09",18,15,34,2015-07-01,"07/02/2016","2014","04","2015","07","2016","07",155
"235",17169,"GIZMO","M",2014-04-01,"Yorkshire Terrier","Queens",11417,410,"54","QN56",32,8,15,2015-07-01,"07/23/2018","2014","04","2015","07","2018","07",156
"236",11853,"CHARLIE","M",2014-06-01,"Shih Tzu","Queens",11368,403,"409","QN26",21,14,13,2015-07-01,"07/27/2016","2014","06","2015","07","2016","07",157
"237",83734,"LUCKY","M",2014-06-01,"Schnauzer, Miniature","Manhattan",10021,108,"130","MN40",4,12,28,2015-07-01,"08/30/2020","2014","06","2015","07","2020","08",158
"238",2826,"CHEWY","F",2014-07-01,"Pointer","Queens",11358,411,"1459","QN48",19,6,11,2015-07-01,"07/31/2016","2014","07","2015","07","2016","07",159
"239",108391,"CHARLIE","M",2014-08-01,"Papillon","Bronx",10459,202,"119","BX27",17,15,32,2015-07-01,"07/08/2016","2014","08","2015","07","2016","07",160
"240",391,"DUTCHESS","F",2014-09-01,"German Shepherd Dog","Queens",11692,414,"964","QN12",31,5,10,2015-07-01,"07/10/2016","2014","09","2015","07","2016","07",161
"241",113132,"MONROE","F",2014-09-01,"American Pit Bull Mix / Pit Bull Mix","Bronx",10473,209,"28","BX09",17,15,34,2015-07-01,"07/14/2016","2014","09","2015","07","2016","07",162
"242",108436,"BELLA","F",2014-10-01,"Shih Tzu","Bronx",10459,202,"131","BX33",17,15,32,2015-07-01,"07/25/2016","2014","10","2015","07","2016","07",163
"243",14335,"UNONE","M",2014-12-01,"Beagle","Queens",11435,412,"212","QN61",24,5,14,2015-07-01,"07/09/2016","2014","12","2015","07","2016","07",164
"244",113186,"LUCILLE","F",2015-01-01,"Dogue de Bordeaux","Bronx",10467,211,"330","BX07",13,14,34,2015-07-01,"07/25/2020","2015","01","2015","07","2020","07",165
"245",420,"OREO","M",2015-03-01,"Maltipoo","Queens",11692,414,"964","QN12",31,5,10,2015-07-01,"07/24/2016","2015","03","2015","07","2016","07",166
"246",83653,"NATE","M",2015-03-01,"Boston Terrier","Manhattan",10065,108,"110","MN31",5,12,28,2015-07-01,"07/19/2016","2015","03","2015","07","2016","07",167
"247",36518,"BRIAN","M",2015-04-01,"Maltese","Brooklyn",11234,318,"678","BK58",46,8,21,2015-07-01,"07/03/2016","2015","04","2015","07","2016","07",168
"248",14350,"TEDDY","M",2015-04-01,"Poodle Crossbreed","Queens",11432,408,"77905","QN37",24,6,14,2015-07-01,"07/16/2016","2015","04","2015","07","2016","07",169
"249",40551,"NAMENOTPROVIDED","M",2015-05-01,"Maltese","Brooklyn",11234,318,"662","BK45",46,8,22,2015-07-01,"07/19/2016","2015","05","2015","07","2016","07",170
"250",33680,"NAMENOTPROVIDED","M",2015-05-01,"Maltese","Brooklyn",11232,307,"84","BK32",38,7,20,2015-07-01,"07/26/2016","2015","05","2015","07","2016","07",171
"251",58284,"DUCKY","M",2014-01-01,"Unknown","Brooklyn",11205,302,"197","BK69",35,8,25,2015-08-01,"07/06/2016","2014","01","2015","08","2016","07",172
"252",92770,"MIA","F",2014-01-01,"Shih Tzu Crossbreed","Bronx",10455,201,"79","BX34",8,15,29,2015-08-01,"08/05/2016","2014","01","2015","08","2016","08",173
"253",36682,"WALTER","M",2014-03-01,"Cavalier King Charles Spaniel","Brooklyn",11215,306,"149","BK37",39,9,21,2015-08-01,"08/10/2016","2014","03","2015","08","2016","08",174
"254",92766,"OLLIE","M",2014-05-01,"Dachshund Crossbreed","Manhattan",10128,108,"154","MN32",5,12,29,2015-08-01,"08/26/2016","2014","05","2015","08","2016","08",175
"255",103315,"BELLA","F",2014-06-01,"American Pit Bull Terrier/Pit Bull","Manhattan",10033,112,"263","MN36",10,13,31,2015-08-01,"08/01/2016","2014","06","2015","08","2016","08",176
"256",7615,"COOKIE","F",2014-06-01,"Chihuahua","Queens",11416,409,"42","QN53",32,7,12,2015-08-01,"08/02/2016","2014","06","2015","08","2016","08",177
"257",103496,"PACINO","M",2014-06-01,"Maltese Crossbreed","Manhattan",10033,112,"271","MN35",10,13,31,2015-08-01,"08/26/2016","2014","06","2015","08","2016","08",178
"258",45326,"JETTA","M",2014-07-01,"Staffordshire Bull Terrier","Staten Island",10301,501,"39","SI08",49,11,23,2015-08-01,"08/23/2016","2014","07","2015","08","2016","08",179
"259",64160,"SHABU","F",2014-08-01,"Pomeranian","Manhattan",10038,101,"1501","MN25",1,10,26,2015-08-01,"08/29/2016","2014","08","2015","08","2016","08",180
"260",33724,"KINGSLEY","M",2014-08-01,"Wire Fox Terrier","Brooklyn",11220,307,"122","BK32",38,10,20,2015-08-01,"08/06/2016","2014","08","2015","08","2016","08",181
"261",2873,"BEAR","M",2014-09-01,"Maltese","Queens",11364,411,"1403","QN46",23,6,11,2015-08-01,"08/11/2016","2014","09","2015","08","2016","08",182
"262",110877,"MOTITA","F",2014-09-01,"Maltese","Bronx",10460,206,"36501","BX17",17,15,33,2015-08-01,"08/04/2016","2014","09","2015","08","2016","08",183
"263",92753,"SHELBY","F",2015-01-01,"Pomeranian","Bronx",10451,204,"5902","BX14",17,15,29,2015-08-01,"08/23/2016","2015","01","2015","08","2016","08",184
"264",36667,"UNKNOWN","F",2015-01-01,"Border Collie","Brooklyn",11215,306,"141","BK37",39,7,21,2015-08-01,"08/07/2016","2015","01","2015","08","2016","08",185
"265",63946,"JAZMINE","F",2015-02-01,"American Pit Bull Terrier/Pit Bull","Manhattan",10012,102,"41","MN24",1,10,26,2015-08-01,"08/04/2016","2015","02","2015","08","2016","08",186
"266",119440,"JANE","F",2015-02-01,"American Pit Bull Terrier/Pit Bull","Bronx",10467,NA,"NULL","NULL",NA,NA,NA,2015-08-01,"08/16/2016","2015","02","2015","08","2016","08",187
"267",40759,"JIMBO","M",2015-02-01,"Cocker Spaniel","Brooklyn",11209,310,"64","BK31",43,11,22,2015-08-01,"08/27/2016","2015","02","2015","08","2016","08",188
"268",7688,"TEDDY","M",2015-04-01,"Beagle Crossbreed","Queens",11104,402,"18102","QN31",26,14,12,2015-08-01,"08/14/2016","2015","04","2015","08","2016","08",189
"269",45270,"UNKNOWN","F",2015-04-01,"Chihuahua","Brooklyn",11224,313,"354","BK23",48,8,23,2015-08-01,"08/13/2016","2015","04","2015","08","2016","08",190
"270",72523,"DUSTY","M",2015-04-01,"Terrier Crossbreed","Manhattan",10003,103,"42","MN22",2,12,27,2015-08-01,"08/10/2016","2015","04","2015","08","2016","08",191
"271",110919,"SHADOW","M",2015-04-01,"Belgian Malinois","Bronx",10458,205,"39902","BX05",15,15,33,2015-08-01,"08/16/2016","2015","04","2015","08","2016","08",192
"272",11929,"RYAN","M",2015-05-01,"Brittany Spaniel","Queens",11372,403,"287","QN28",25,14,13,2015-08-01,"08/19/2016","2015","05","2015","08","2016","08",193
"273",72483,"QUINN","F",2015-05-01,"Cocker Spaniel","Manhattan",10010,106,"64","MN21",2,12,27,2015-08-01,"08/07/2016","2015","05","2015","08","2016","08",194
"274",103401,"LILY","F",2015-05-01,"Havanese","Manhattan",10024,107,"171","MN12",6,10,31,2015-08-01,"08/12/2016","2015","05","2015","08","2016","08",195
"275",119465,"ROLAND","M",2015-06-01,"Maltese Crossbreed","Queens",11421,NA,"NULL","NULL",NA,NA,NA,2015-08-01,"08/23/2016","2015","06","2015","08","2016","08",196
"276",11942,"MILO","M",2015-06-01,"Yorkshire Terrier","Queens",11369,403,"363","QN27",21,14,13,2015-08-01,"08/22/2016","2015","06","2015","08","2016","08",197
"277",14417,"JAX","M",2015-06-01,"Yorkshire Terrier","Queens",11366,408,"1241","QN38",24,6,14,2015-08-01,"08/11/2016","2015","06","2015","08","2016","08",198
"278",27375,"BLU","M",2015-06-01,"Shih Tzu","Brooklyn",11206,303,"255","BK75",36,7,18,2015-08-01,"08/16/2016","2015","06","2015","08","2016","08",199
"279",50230,"GUCCI","M",2015-06-01,"Yorkshire Terrier","Staten Island",10307,503,"24401","SI11",51,11,24,2015-08-01,"08/09/2016","2015","06","2015","08","2016","08",200
"280",110946,"PHOEBE","F",2015-06-01,"American Pit Bull Mix / Pit Bull Mix","Bronx",10468,207,"401","BX05",14,13,33,2015-08-01,"08/29/2016","2015","06","2015","08","2016","08",201
"281",119377,"UNKNOWN","F",2015-06-01,"Chihuahua Crossbreed","Manhattan",10033,NA,"NULL","NULL",NA,NA,NA,2015-08-01,"08/03/2016","2015","06","2015","08","2016","08",202
"282",72791,"BAMBI","F",2015-06-01,"Poodle Crossbreed","Manhattan",10001,104,"91","MN13",3,12,27,2015-08-01,"08/31/2016","2015","06","2015","08","2016","08",203
"283",50199,"UNKNOWN","F",2015-07-01,"Siberian Husky","Staten Island",10306,503,"13204","SI25",51,11,24,2015-08-01,"08/07/2016","2015","07","2015","08","2016","08",204
"284",50220,"SMOKEY","M",2015-07-01,"Pomeranian","Staten Island",10308,503,"14605","SI54",51,11,24,2015-08-01,"08/07/2016","2015","07","2015","08","2016","08",205
"285",50213,"WHITE","F",2015-07-01,"Poodle","Staten Island",10309,503,"20801","SI32",51,11,24,2015-08-01,"08/07/2016","2015","07","2015","08","2016","08",206
"286",40831,"ZOEY","F",2015-01-01,"Morkie","Brooklyn",11219,310,"212","BK30",38,7,22,2015-09-01,"09/13/2016","2015","01","2015","09","2016","09",207
"287",58446,"EARL","M",2015-01-01,"Bull Dog, English","Brooklyn",11201,302,"31","BK68",35,8,25,2015-09-01,"09/13/2016","2015","01","2015","09","2016","09",208
"288",113405,"CHOCOLATE","M",2015-02-01,"Chihuahua","Bronx",10469,211,"324","BX07",13,14,34,2015-09-01,"09/14/2016","2015","02","2015","09","2016","09",209
"289",33878,"PRYZE","M",2015-02-01,"Poodle, Miniature","Brooklyn",11212,317,"886","BK96",41,9,20,2015-09-01,"09/27/2016","2015","02","2015","09","2016","09",210
"290",64266,"BLUE","M",2015-04-01,"Golden Retriever","Manhattan",10005,101,"7","MN25",1,10,26,2015-09-01,"09/13/2016","2015","04","2015","09","2016","09",211
"291",73049,"TAMMY","F",2015-04-01,"Labrador Retriever Crossbreed","Manhattan",10023,107,"153","MN14",6,10,27,2015-09-01,"09/22/2016","2015","04","2015","09","2016","09",212
"292",528,"NAMENOTPROVIDED","M",2015-05-01,"Yorkshire Terrier","Queens",11434,412,"274","QN76",28,5,10,2015-09-01,"09/08/2016","2015","05","2015","09","2016","09",213
"293",117479,"GINO","M",2015-06-01,"Bichon Frise","Bronx",10469,212,"358","BX03",12,16,36,2015-09-01,"09/04/2016","2015","06","2015","09","2016","09",214
"294",2999,"DJALI","M",2015-06-01,"Shih Tzu","Queens",11365,411,"140902","QN48",20,6,11,2015-09-01,"09/04/2016","2015","06","2015","09","2016","09",215
"295",92824,"SERENA","F",2015-07-01,"Pug","Bronx",10455,201,"43","BX39",8,15,29,2015-09-01,"09/05/2016","2015","07","2015","09","2016","09",216
"296",36854,"UNKNOWN","M",2015-07-01,"Labrador Retriever","Brooklyn",11210,314,"788","BK42",45,9,21,2015-09-01,"09/26/2016","2015","07","2015","09","2016","09",217
"297",36860,"MAX","M",2015-07-01,"Morkie","Brooklyn",11217,306,"159","BK37",39,9,21,2015-09-01,"09/28/2016","2015","07","2015","09","2016","09",218
"298",113512,"PHILLIP","M",2014-08-01,"American Pit Bull Terrier/Pit Bull","Bronx",10472,209,"78","BX59",18,15,34,2015-10-01,"10/11/2016","2014","08","2015","10","2016","10",219
"299",7986,"DANCER","F",2014-10-01,"Rat Terrier","Queens",11421,409,"4","QN53",30,7,12,2015-10-01,"10/21/2016","2014","10","2015","10","2016","10",220
"300",12127,"FLUFFY","M",2015-02-01,"Shih Tzu Crossbreed","Queens",11368,404,"405","QN26",21,14,13,2015-10-01,"10/30/2016","2015","02","2015","10","2016","10",221
"301",27601,"OWEN","M",2015-04-01,"Labrador Retriever","Brooklyn",11207,304,"403","BK78",37,8,18,2015-10-01,"10/13/2016","2015","04","2015","10","2016","10",222
"302",98033,"TAZ","M",2015-04-01,"Bulldog","Manhattan",10039,110,"24302","MN03",9,13,30,2015-10-01,"10/05/2016","2015","04","2015","10","2016","10",223
"303",50631,"BEAR","M",2015-04-01,"Labrador Retriever Crossbreed","Staten Island",10306,503,"12806","SI25",50,11,24,2015-10-01,"10/05/2016","2015","04","2015","10","2016","10",224
"304",36947,"JACO","M",2015-04-01,"Dachshund Crossbreed","Brooklyn",11218,312,"488","BK41",39,10,21,2015-10-01,"10/24/2016","2015","04","2015","10","2016","10",225
"305",73210,"MUSTANG","M",2015-05-01,"Jack Russell Terrier","Manhattan",10014,102,"67","MN23",3,10,27,2015-10-01,"10/09/2016","2015","05","2015","10","2016","10",226
"306",98073,"UNKNOWN","M",2015-06-01,"French Bulldog","Manhattan",10026,110,"218","MN11",9,13,30,2015-10-01,"10/14/2016","2015","06","2015","10","2016","10",227
"307",7901,"NAMENOTPROVIDED","F",2015-06-01,"Yorkshire Terrier Crossbreed","Queens",11377,402,"25302","QN31",26,14,12,2015-10-01,"10/07/2016","2015","06","2015","10","2016","10",228
"308",92972,"UNKNOWN","F",2015-07-01,"Shih Tzu","Manhattan",10023,107,"161","MN12",6,10,29,2015-10-01,"10/13/2016","2015","07","2015","10","2016","10",229
"309",24982,"UNKNOWN","M",2015-07-01,"Unknown","Brooklyn",11218,312,"490","BK41",39,10,17,2015-10-01,"10/22/2016","2015","07","2015","10","2016","10",230
"310",103775,"ROCKY","M",2015-07-01,"Boston Terrier","Manhattan",10033,112,"269","MN35",10,13,31,2015-10-01,"10/21/2016","2015","07","2015","10","2016","10",231
"311",64510,"JERRY","M",2015-07-01,"Boston Terrier","Brooklyn",11201,302,"9","BK09",33,7,26,2015-10-01,"10/16/2016","2015","07","2015","10","2016","10",232
"312",3104,"NANA","F",2015-07-01,"French Bulldog","Queens",11358,411,"1099","QN46",19,6,11,2015-10-01,"10/01/2017","2015","07","2015","10","2017","10",233
"313",84428,"NAMENOTPROVIDED","M",2015-07-01,"Chihuahua","Manhattan",10065,108,"118","MN31",4,12,28,2015-10-01,"10/07/2016","2015","07","2015","10","2016","10",234
"314",73279,"UNKNOWN","F",2015-07-01,"Siberian Husky","Manhattan",10011,104,"99","MN13",3,10,27,2015-10-01,"10/16/2016","2015","07","2015","10","2016","10",235
"315",111027,"LOUIE","M",2015-07-01,"Chihuahua","Bronx",10453,205,"23301","BX41",14,15,33,2015-10-01,"10/09/2016","2015","07","2015","10","2016","10",236
"316",73280,"UMEKO","F",2015-07-01,"Boston Terrier","Manhattan",10011,104,"81","MN13",3,12,27,2015-10-01,"10/16/2016","2015","07","2015","10","2016","10",237
"317",50774,"UNKNOWN","F",2015-08-01,"Schnauzer, Miniature","Staten Island",10306,502,"11202","SI45",50,11,24,2015-10-01,"10/24/2016","2015","08","2015","10","2016","10",238
"318",64506,"HENRI","M",2015-08-01,"Dachshund Smooth Coat Miniature","Brooklyn",11211,301,"517","BK73",33,12,26,2015-10-01,"10/16/2016","2015","08","2015","10","2016","10",239
"319",73587,"CARMA","F",2014-01-01,"Basenji","Manhattan",10003,103,"38","MN22",2,12,27,2015-11-01,"11/14/2016","2014","01","2015","11","2016","11",240
"320",98199,"KING","M",2014-01-01,"American Pit Bull Mix / Pit Bull Mix","Manhattan",10027,110,"224","MN03",9,13,30,2015-11-01,"04/18/2016","2014","01","2015","11","2016","04",241
"321",8055,"SOPHY","F",2014-02-01,"Unknown","Queens",11385,405,"567","QN19",30,7,12,2015-11-01,"08/26/2016","2014","02","2015","11","2016","08",242
"322",119700,"SUNNY","F",2014-05-01,"Labrador Retriever","Manhattan",10163,NA,"NULL","NULL",NA,NA,NA,2015-11-01,"09/06/2018","2014","05","2015","11","2018","09",243
"323",17700,"MAX","M",2014-05-01,"Unknown","Queens",11385,405,"591","QN20",30,7,15,2015-11-01,"11/14/2016","2014","05","2015","11","2016","11",244
"324",17658,"LUNA","F",2014-05-01,"Wire Fox Terrier","Queens",11415,409,"136","QN60",29,6,15,2015-11-01,"11/04/2016","2014","05","2015","11","2016","11",245
"325",98278,"GIA","F",2014-08-01,"Chihuahua","Manhattan",10030,110,"226","MN03",9,13,30,2015-11-01,"12/13/2016","2014","08","2015","11","2016","12",246
"326",64672,"QUINN","M",2014-08-01,"Shih Tzu","Manhattan",10013,101,"39","MN24",1,10,26,2015-11-01,"11/09/2016","2014","08","2015","11","2016","11",247
"327",17689,"OSCAR","M",2014-08-01,"Basset Hound","Queens",11421,409,"8","QN53",32,7,15,2015-11-01,"11/10/2016","2014","08","2015","11","2016","11",248
"328",25027,"TOBBY","M",2014-09-01,"Yorkshire Terrier","Brooklyn",11219,312,"114","BK88",38,10,17,2015-11-01,"01/14/2017","2014","09","2015","11","2017","01",249
"329",103925,"MANRICO","M",2014-10-01,"Chihuahua","Manhattan",10018,104,"115","MN15",3,10,31,2015-11-01,"01/05/2017","2014","10","2015","11","2017","01",250
"330",98321,"LANGSTON","M",2014-12-01,"Bluetick Coonhound","Manhattan",10031,109,"23501","MN04",7,13,30,2015-11-01,"11/23/2016","2014","12","2015","11","2016","11",251
"331",24996,"SNOW","M",2015-02-01,"Alaskan Malamute","Brooklyn",11229,315,"546","BK43",48,9,17,2015-11-01,"11/01/2016","2015","02","2015","11","2016","11",252
"332",84727,"PEANUT","M",2015-03-01,"Bulldog","Manhattan",10017,106,"90","MN19",4,12,28,2015-11-01,"11/09/2016","2015","03","2015","11","2016","11",253
"333",50964,"LUKE","M",2015-03-01,"Brussels Griffon","Staten Island",10314,501,"147","SI07",50,11,24,2015-11-01,"11/23/2016","2015","03","2015","11","2016","11",254
"334",27719,"RUMBLE","F",2015-03-01,"Labrador Retriever Crossbreed","Brooklyn",11249,301,"549","BK73",34,7,18,2015-11-01,"11/09/2017","2015","03","2015","11","2017","11",255
"335",12154,"MONICA","F",2015-03-01,"Pomeranian","Queens",11369,403,"339","QN28",25,14,13,2015-11-01,"11/12/2016","2015","03","2015","11","2016","11",256
"336",98269,"CEDAR","M",2015-05-01,"Chihuahua","Manhattan",10026,110,"218","MN11",9,13,30,2015-11-01,"11/14/2016","2015","05","2015","11","2016","11",257
"337",84899,"NAMENOTPROVIDED","F",2015-06-01,"Shih Tzu","Manhattan",10021,108,"126","MN31",4,12,28,2015-11-01,"11/23/2016","2015","06","2015","11","2016","11",258
"338",84716,"CHARLEY","M",2015-07-01,"Cavalier King Charles Spaniel","Manhattan",10016,106,"72","MN20",2,12,28,2015-11-01,"11/09/2016","2015","07","2015","11","2016","11",259
"339",37014,"ROSIE","F",2015-07-01,"Brittany","Brooklyn",11215,306,"167","BK37",39,9,21,2015-11-01,"11/14/2016","2015","07","2015","11","2016","11",260
"340",64815,"UNKNOWN","M",2015-07-01,"French Bulldog","Brooklyn",11231,306,"75","BK33",39,7,26,2015-11-01,"11/30/2016","2015","07","2015","11","2016","11",261
"341",84757,"NAMENOTPROVIDED","M",2015-07-01,"Shih Tzu","Manhattan",10021,108,"126","MN31",5,12,28,2015-11-01,"11/12/2016","2015","07","2015","11","2016","11",262
"342",93176,"PRINCE","M",2015-08-01,"Italian Greyhound","Bronx",10451,201,"51","BX39",8,15,29,2015-11-01,"11/30/2016","2015","08","2015","11","2016","11",263
"343",84772,"LUCAS","M",2015-08-01,"Poodle","Manhattan",10001,105,"58","MN13",3,12,28,2015-11-01,"11/14/2016","2015","08","2015","11","2016","11",264
"344",31308,"MARSHMALLOW","M",2015-09-01,"Maltese","Brooklyn",11236,318,"974","BK50",46,8,19,2015-11-01,"11/27/2016","2015","09","2015","11","2016","11",265
"345",84873,"NAMENOTPROVIDED","F",2015-09-01,"Golden Retriever","Manhattan",10021,108,"128","MN40",4,12,28,2015-11-01,"11/21/2016","2015","09","2015","11","2016","11",266
"346",41111,"NAMENOTPROVIDED","F",2015-09-01,"Shih Tzu","Brooklyn",11214,313,"314","BK26",43,11,22,2015-11-01,"11/29/2016","2015","09","2015","11","2016","11",267
"347",103959,"BRIGITTE","F",2015-10-01,"Irish Wolfhound","Manhattan",10025,107,"183","MN12",6,10,31,2015-11-01,"11/27/2016","2015","10","2015","11","2016","11",268
"348",93175,"SAWYER","M",2015-11-01,"Poodle, Miniature","Manhattan",10024,107,"169","MN12",6,10,29,2015-11-01,"11/30/2016","2015","11","2015","11","2016","11",269
"349",117584,"BOOTS","M",2014-02-01,"Shih Tzu","Bronx",10467,212,"374","BX44",12,16,36,2015-12-01,"12/02/2016","2014","02","2015","12","2016","12",270
"350",17863,"SULTANA","F",2014-04-01,"Welsh Corgi, Pembroke","Queens",11378,402,"205","QN31",30,12,15,2015-12-01,"01/15/2017","2014","04","2015","12","2017","01",271
"351",34073,"GORDO","M",2014-04-01,"Yorkshire Terrier","Brooklyn",11238,308,"217","BK61",35,9,20,2015-12-01,"12/16/2016","2014","04","2015","12","2016","12",272
"352",58842,"ALEEYA","F",2014-05-01,"Unknown","Brooklyn",11221,303,"281","BK35",36,8,25,2015-12-01,"10/27/2016","2014","05","2015","12","2016","10",273
"353",14684,"ROCKY","M",2014-05-01,"Puggle","Queens",11432,412,"460","QN61",27,5,14,2015-12-01,"12/02/2017","2014","05","2015","12","2017","12",274
"354",45838,"CAMILLA","F",2014-06-01,"German Shepherd Crossbreed","Staten Island",10304,501,"33","SI08",49,11,23,2015-12-01,"01/02/2017","2014","06","2015","12","2017","01",275
"355",51169,"BILLY","M",2014-08-01,"Australian Shepherd","Staten Island",10314,501,"18701","SI07",50,11,24,2015-12-01,"12/17/2020","2014","08","2015","12","2020","12",276
"356",58803,"FRANCES","F",2014-09-01,"Pug","Brooklyn",11231,306,"59","BK33",38,7,25,2015-12-01,"11/07/2016","2014","09","2015","12","2016","11",277
"357",103980,"BRUNO","M",2015-03-01,"Shih Tzu","Manhattan",10033,112,"265","MN36",10,13,31,2015-12-01,"12/01/2016","2015","03","2015","12","2016","12",278
"358",17867,"JAKE","M",2015-03-01,"Yorkshire Terrier Crossbreed","Queens",11414,410,"892","QN57",32,8,15,2015-12-01,"12/16/2016","2015","03","2015","12","2016","12",279
"359",37140,"LOLA","F",2015-06-01,"Miniature Pinscher","Brooklyn",11226,309,"79601","BK60",40,9,21,2015-12-01,"12/14/2016","2015","06","2015","12","2016","12",280
"360",85069,"MAXWELL","M",2015-06-01,"Puggle","Manhattan",10021,108,"124","MN31",5,12,28,2015-12-01,"12/10/2016","2015","06","2015","12","2016","12",281
"361",85238,"TANK","M",2015-06-01,"Bernese Mountain Dog","Manhattan",10021,108,"126","MN31",5,12,28,2015-12-01,"12/28/2016","2015","06","2015","12","2016","12",282
"362",58918,"NAMENOTPROVIDED","M",2015-07-01,"Shiba Inu","Brooklyn",11201,302,"15","BK38",35,8,25,2015-12-01,"12/23/2016","2015","07","2015","12","2016","12",283
"363",22500,"ALEC","M",2015-08-01,"Pomeranian","Queens",11375,406,"71305","QN17",29,6,16,2015-12-01,"12/03/2016","2015","08","2015","12","2016","12",284
"364",93327,"LALA","F",2015-08-01,"American Pit Bull Terrier/Pit Bull","Manhattan",10029,111,"180","MN34",8,13,29,2015-12-01,"12/24/2016","2015","08","2015","12","2016","12",285
"365",58815,"JUNO","M",2015-08-01,"Poodle Crossbreed","Brooklyn",11216,303,"261","BK75",36,8,25,2015-12-01,"12/04/2016","2015","08","2015","12","2016","12",286
"366",64930,"BUNNY","F",2015-08-01,"Terrier Crossbreed","Manhattan",10004,101,"9","MN25",1,10,26,2015-12-01,"12/11/2016","2015","08","2015","12","2016","12",287
"367",104040,"TRUFFAUT","M",2015-09-01,"Morkie","Manhattan",10031,109,"225","MN04",7,13,31,2015-12-01,"12/11/2016","2015","09","2015","12","2016","12",288
"368",8235,"ESPN","M",2015-10-01,"Goldendoodle","Queens",11105,401,"115","QN72",22,14,12,2015-12-01,"12/13/2016","2015","10","2015","12","2016","12",289
"369",41287,"NAMENOTPROVIDED","M",2015-10-01,"Yorkshire Terrier","Brooklyn",11214,311,"276","BK28",43,10,22,2015-12-01,"12/31/2016","2015","10","2015","12","2016","12",290
"370",1360,"POOCHO","M",2014-01-01,"Maltese Crossbreed","Queens",11436,412,"788","QN76",28,5,10,2016-01-01,"07/07/2017","2014","01","2016","07","2017","07",291
"371",85669,"GUDGER","M",2014-02-01,"Boykin Spaniel","Manhattan",10016,106,"78","MN20",4,12,28,2016-01-01,"01/29/2017","2014","02","2016","01","2017","01",292
"372",110016,"ACE","M",2014-02-01,"American Staffordshire Terrier ","Bronx",10456,204,"175","BX14",16,15,32,2016-01-01,"05/01/2017","2014","02","2016","09","2017","05",293
"373",104226,"BEBOP","M",2014-02-01,"Bull Terrier","Manhattan",10024,107,"171","MN12",6,10,31,2016-01-01,"01/14/2017","2014","02","2016","01","2017","01",294
"374",93502,"COCO","F",2014-04-01,"American Pit Bull Terrier/Pit Bull","Bronx",10454,201,"39","BX39",8,15,29,2016-01-01,"01/13/2017","2014","04","2016","01","2017","01",295
"375",65315,"CECE","F",2014-04-01,"Shih Tzu","Brooklyn",11201,302,"301","BK09",33,7,26,2016-01-01,"01/24/2017","2014","04","2016","01","2017","01",296
"376",29043,"YUKI","F",2014-06-01,"Maltese","Brooklyn",11208,305,"1166","BK82",37,8,18,2016-01-01,"06/06/2017","2014","06","2016","06","2017","06",297
"377",38893,"HERBIE","M",2014-06-01,"Bull Dog, French","Brooklyn",11215,306,"137","BK37",39,7,21,2016-01-01,"10/10/2016","2014","06","2016","09","2016","10",298
"378",96048,"WILLOW","F",2014-06-01,"Poodle, Toy","Manhattan",10128,111,"15802","MN33",5,12,29,2016-01-01,"09/19/2019","2014","06","2016","11","2019","09",299
"379",54933,"PEANUT","M",2014-07-01,"Poodle, Toy","Staten Island",10312,503,"15603","SI54",51,11,24,2016-01-01,"09/29/2017","2014","07","2016","08","2017","09",300
"380",98698,"FLASH","M",2014-08-01,"Boston Terrier","Manhattan",10025,107,"187","MN12",7,10,30,2016-01-01,"10/12/2017","2014","08","2016","01","2017","10",301
"381",93523,"BAILEY","F",2014-08-01,"Unknown","Manhattan",10023,107,"163","MN12",6,10,29,2016-01-01,"02/24/2021","2014","08","2016","01","2021","02",302
"382",31489,"CEDRICK","M",2014-08-01,"Jack Russell Terrier","Brooklyn",11234,318,"686","BK45",46,8,19,2016-01-01,"03/10/2017","2014","08","2016","01","2017","03",303
"383",114095,"MAJOR","M",2014-08-01,"Yorkshire Terrier","Bronx",10473,209,"2","BX09",18,15,34,2016-01-01,"02/03/2017","2014","08","2016","01","2017","02",304
"384",12317,"RUDOLPH","M",2014-08-01,"Bichon Frise","Queens",11373,404,"469","QN29",25,14,13,2016-01-01,"01/15/2017","2014","08","2016","01","2017","01",305
"385",18114,"COCO","F",2014-09-01,"Yorkshire Terrier","Queens",11693,414,"107201","QN10",32,5,15,2016-01-01,"02/17/2017","2014","09","2016","01","2017","02",306
"386",25114,"DJANGO","M",2014-09-01,"Labrador Retriever","Brooklyn",11226,314,"1522","BK42",40,9,17,2016-01-01,"01/12/2017","2014","09","2016","01","2017","01",307
"387",22601,"NELLA","F",2014-10-01,"Havanese","Queens",11375,406,"71305","QN17",29,6,16,2016-01-01,"01/06/2018","2014","10","2016","01","2018","01",308
